60,0.546
60,0.381333
60,0.373333
60,0.512667
60,0.519333
65,0.569538
65,0.404615
65,0.405538
65,0.542154
65,0.548308
70,0.630286
70,0.440286
70,0.436
70,0.581429
70,0.596857
75,0.6392
75,0.4504
75,0.446933
75,0.5936
75,0.594667
80,0.6615
80,0.4615
80,0.4605
80,0.61
80,0.613
-1,-1
5,0.0189391,0.003225,0.007225
5,0.0197228,0.00035,0.0081625
5,0.0195118,0.000425,0.0082375
5,0.0182726,0.00325,0.0069
5,0.0191024,0.0005125,0.009525
10,0.0368545,0.0011875,0.006975
10,0.0378748,8.75e-005,0.006775
10,0.0378503,0.0001625,0.006575
10,0.0372752,0.0014125,0.00715
10,0.0380517,0.000175,0.008175
15,0.0545908,0.0007125,0.0057875
15,0.0560407,0.000125,0.0051
15,0.053652,0.000125,0.0049
15,0.0543147,0.0006125,0.00575
15,0.056134,7.5e-005,0.0063375
20,0.0716831,0.0001875,0.00455
20,0.0722683,0.000125,0.0038
20,0.0729158,8.75e-005,0.0039125
20,0.0715415,0.0002375,0.00445
20,0.0728507,0.0001875,0.004225
25,0.089777,0.000225,0.0029375
25,0.0881059,8.75e-005,0.0027875
25,0.08877,0.0001375,0.0029125
25,0.088664,0.000225,0.00355
25,0.0908407,8.75e-005,0.0030125
30,0.104796,3.75e-005,0.00195
30,0.101641,0.0001125,0.001925
30,0.103463,7.5e-005,0.002075
30,0.102719,0.0001625,0.0020875
30,0.104788,3.75e-005,0.0017625
35,0.120149,2.5e-005,0.001225
35,0.114547,8.75e-005,0.00125
35,0.116202,5e-005,0.001225
35,0.121126,7.5e-005,0.0010625
35,0.119707,0.000125,0.001025
40,0.126327,0.000125,0.0005625
40,0.126016,6.25e-005,0.0006625
40,0.126976,6.25e-005,0.000975
40,0.130995,6.25e-005,0.0006875
40,0.127564,6.25e-005,0.0007375
45,0.134666,0.0001125,0.00025
45,0.133461,6.25e-005,0.0005625
45,0.133812,5e-005,0.0006625
45,0.140848,5e-005,0.000375
45,0.131081,0.000225,0.000425
50,0.139768,8.75e-005,0.0001875
50,0.135876,0.0001125,0.000425
50,0.136434,3.75e-005,0.0004625
50,0.138151,8.75e-005,0.000275
50,0.136136,5e-005,0.000375
55,0.141157,2.5e-005,0.00015
55,0.137164,0.0001,0.000475
55,0.135684,3.75e-005,0.00045
55,0.13878,5e-005,0.000275
55,0.138659,3.75e-005,0.0003375
60,0.138294,3.75e-005,0.000225
60,0.140468,7.5e-005,0.0003125
60,0.138296,7.5e-005,0.0003375
60,0.13444,8.75e-005,0.0001875
60,0.140671,6.25e-005,0.0002875
65,0.142775,3.75e-005,0.0001625
65,0.138564,7.5e-005,0.0003125
65,0.142587,3.75e-005,0.0003
65,0.142805,7.5e-005,0.0001875
65,0.14104,3.75e-005,0.0003125
70,0.137558,8.75e-005,0.00015
70,0.138978,3.75e-005,0.0003
70,0.136373,7.5e-005,0.0003125
70,0.141867,8.75e-005,0.000225
70,0.141025,5e-005,0.000225
75,0.135074,0.0001,0.000175
75,0.13603,0.00015,0.0003625
75,0.139304,5e-005,0.0003375
75,0.135293,0.0001125,0.000175
75,0.144283,5e-005,0.0002375
-1,-1
35,20.8596,0,0.166857
35,17.9494,0,0.12
35,17.9222,0,0.116571
35,17.9686,0,0.174857
35,20.1448,0,0.16
40,19.3102,0,0.208
40,16.4719,0,0.159
40,16.3153,0,0.161
40,16.9855,0,0.226
40,19.477,0,0.216
45,19.3023,0,0.304889
45,16.0795,0,0.224444
45,16.0093,0,0.221333
45,17.2777,0,0.306222
45,19.9433,0,0.309333
50,18.6557,0,0.3496
50,15.3254,0,0.2548
50,15.3457,0,0.2556
50,16.5142,0,0.3484
50,18.4833,0,0.3416
55,18.8111,0,0.408
55,14.7573,0,0.292364
55,14.8645,0,0.293091
55,16.374,0.00181818,0.398182
55,18.9021,0,0.407636
60,18.5433,0,0.447
60,14.3121,0,0.329
60,14.3082,0,0.330333
60,16.5893,0.00666667,0.454667
60,18.4583,0,0.447333
65,18.4567,0,0.491385
65,13.8303,0,0.364923
65,13.6989,0,0.358462
65,16.0494,0.00830769,0.475077
65,18.4272,0,0.493846
70,17.9568,0,0.515429
70,13.339,0,0.385714
70,13.2361,0,0.381143
70,15.8606,0.004,0.512571
70,17.7739,0,0.514571
75,17.7333,0,0.5472
75,13.1118,0,0.4232
75,13.0379,0,0.4248
75,16.0716,0.0072,0.543467
75,17.9892,0,0.5488
80,17.4006,0,0.5715
80,12.6662,0,0.4385
80,12.7388,0,0.44325
80,15.8381,0.00775,0.568
80,17.5271,0,0.5715
85,17.5492,0,0.597176
85,12.4104,0,0.462118
85,12.2845,0,0.456
85,16.0554,0.0145882,0.584471
85,17.1533,0,0.591529
90,17.2602,0,0.619333
90,12.3122,0,0.495111
90,12.4413,0,0.498889
90,15.7013,0.0257778,0.591778
90,17.0433,0,0.618889
95,17.166,0,0.633263
95,12.1542,0,0.510737
95,11.9997,0,0.505474
95,15.7846,0.0229474,0.614105
95,17.411,0,0.638947
100,17.1397,0,0.6562
100,11.6069,0,0.5172
100,11.6513,0,0.5228
100,15.4836,0.0148,0.6378
100,16.8249,0,0.6466
-1,-1
35,19.2877,0,0.213143
35,16.5558,0,0.148
35,16.3941,0,0.141714
35,16.9748,0.000571429,0.205714
35,19.5892,0,0.218857
40,19.1444,0,0.2685
40,16.092,0,0.1915
40,15.9856,0,0.199
40,17.3009,0,0.281
40,19.2722,0,0.263
45,19.3226,0,0.328444
45,15.4182,0,0.230222
45,15.4075,0,0.226222
45,16.4281,0.000444444,0.309333
45,19.3879,0,0.320889
50,18.8622,0,0.3468
50,15.6254,0,0.266
50,15.5473,0,0.2596
50,16.7101,0.0016,0.3612
50,19.0882,0,0.3572
55,18.8976,0,0.384364
55,15.3059,0,0.281818
55,15.322,0,0.282909
55,16.6543,0,0.386909
55,19.6149,0,0.403273
60,18.569,0,0.405333
60,14.907,0,0.301667
60,14.7434,0,0.298
60,16.2773,0,0.408667
60,18.4868,0,0.399333
65,18.4624,0,0.422154
65,14.9116,0,0.326462
65,14.8416,0,0.328923
65,16.5084,0.000307692,0.440308
65,18.644,0,0.429846
70,18.6997,0,0.458571
70,14.6161,0,0.349429
70,14.9133,0,0.347714
70,16.4549,0.00228571,0.457429
70,19.396,0,0.474286
75,18.8819,0,0.477867
75,14.8244,0,0.367467
75,14.9416,0,0.365867
75,16.8104,0.00266667,0.486667
75,19.2125,0,0.483733
80,19.4618,0,0.50375
80,14.7869,0,0.39025
80,15.1147,0,0.39
80,16.8365,0.00275,0.5115
80,19.7814,0,0.508
85,19.7255,0,0.532
85,14.8818,0,0.397176
85,14.8813,0,0.399765
85,17.3563,0.000941176,0.536941
85,19.7638,0,0.520941
90,19.4899,0,0.525333
90,14.4655,0,0.395778
90,14.664,0,0.4
90,16.429,0.00488889,0.527111
90,19.5234,0,0.528444
95,19.155,0,0.535368
95,14.7618,0,0.419579
95,14.5683,0,0.418737
95,16.6571,0.00336842,0.545263
95,19.6144,0,0.544632
100,19.921,0,0.5582
100,14.6042,0,0.424
100,14.486,0,0.4242
100,16.5775,0.0056,0.5516
100,19.9105,0,0.5626
-1,-1
50,0.701488,0.0024,0.1258
50,0.707773,0.002,0.1068
50,0.681485,0.0066,0.1002
50,0.689273,0.027,0.1058
50,0.704938,0.004,0.1302
100,0.759833,0.003,0.1368
100,0.745068,0.0008,0.1034
100,0.760878,0.0012,0.1036
100,0.743087,0.042,0.0982
100,0.74469,0.0112,0.125
150,0.813338,0.0066,0.1236
150,0.813537,0.0014,0.0986
150,0.77046,0.0038,0.0926
150,0.780085,0.0314,0.0994
150,0.812629,0.0066,0.1238
200,0.873899,0.0022,0.1278
200,0.863209,0,0.096
200,0.850407,0.0024,0.0914
200,0.858744,0.038,0.0932
200,0.900425,0.0006,0.1272
250,0.907989,0.006,0.1146
250,0.916367,0,0.0902
250,0.935696,0,0.0918
250,0.910747,0.0228,0.0992
250,0.936204,0.005,0.1148
300,0.976611,0.002,0.1182
300,0.976723,0,0.0874
300,0.964836,0.0014,0.0854
300,0.957062,0.0172,0.0996
300,0.963643,0.0038,0.1164
350,1.03993,0.0054,0.1052
350,1.01044,0.0034,0.077
350,1.00151,0.0004,0.083
350,1.02053,0.0268,0.0836
350,1.01935,0.0094,0.1004
400,1.03453,0.0146,0.0914
400,1.05928,0.003,0.0732
400,1.06578,0.002,0.0744
400,1.07737,0.023,0.0844
400,1.05274,0.0054,0.099
450,1.14118,0.0058,0.1002
450,1.11514,0.0024,0.0708
450,1.15471,0.0008,0.0738
450,1.13371,0.0198,0.0814
450,1.13845,0.0072,0.095
500,1.18932,0.007,0.0918
500,1.1842,0.0032,0.0662
500,1.19886,0.0014,0.0676
500,1.17432,0.0148,0.0806
500,1.1609,0.0118,0.0828
-1,-1
